,Self_Train,SckLn_Train,Actual_Label,Self_Misclassification,SckLn_Misclassification,SckLn <> Self
992,2,2,2,0,0,0
993,2,2,2,0,0,0
994,2,2,2,0,0,0
995,2,2,2,0,0,0
996,2,2,2,0,0,0
997,2,2,2,0,0,0
998,2,2,2,0,0,0
999,2,2,2,0,0,0
1000,2,2,2,0,0,0
1001,2,2,2,0,0,0
1002,2,2,2,0,0,0
1003,2,2,2,0,0,0
1004,2,2,2,0,0,0
1005,2,2,2,0,0,0
1006,2,2,2,0,0,0
1007,1,1,2,1,1,0
1008,1,1,2,1,1,0
1009,1,1,2,1,1,0
1010,2,2,2,0,0,0
1011,1,1,2,1,1,0
1012,1,1,2,1,1,0
1013,2,2,2,0,0,0
1014,1,1,2,1,1,0
1015,2,2,2,0,0,0
1016,2,2,2,0,0,0
1017,2,2,2,0,0,0
1018,2,2,2,0,0,0
1019,2,2,2,0,0,0
1020,2,2,2,0,0,0
1021,2,2,2,0,0,0
1022,2,2,2,0,0,0
1023,2,2,2,0,0,0
1024,2,2,2,0,0,0
1025,2,2,2,0,0,0
1026,2,2,2,0,0,0
1027,2,2,2,0,0,0
1028,2,2,2,0,0,0
1029,2,2,2,0,0,0
1030,2,2,2,0,0,0
1031,2,2,2,0,0,0
1032,2,2,2,0,0,0
1033,2,2,2,0,0,0
1034,2,2,2,0,0,0
1035,1,1,2,1,1,0
1036,2,2,2,0,0,0
1037,2,2,2,0,0,0
1038,2,2,2,0,0,0
1039,2,2,2,0,0,0
1040,2,2,2,0,0,0
1041,2,2,2,0,0,0
1042,2,2,2,0,0,0
1043,2,2,2,0,0,0
1044,2,2,2,0,0,0
1045,2,2,2,0,0,0
1046,2,2,2,0,0,0
1047,1,1,2,1,1,0
1048,2,2,2,0,0,0
1049,2,2,2,0,0,0
1050,2,2,2,0,0,0
1051,2,2,2,0,0,0
1052,2,2,2,0,0,0
1053,2,2,2,0,0,0
1054,2,2,2,0,0,0
1055,2,2,2,0,0,0
1056,2,2,2,0,0,0
1057,2,2,2,0,0,0
1058,2,2,2,0,0,0
1059,2,2,2,0,0,0
1060,2,2,2,0,0,0
